"Last updated","Type","Suburb","Venue","Date and time of exposure","Health advice"
"18/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Fairfield","Woolworths Fairfield Neeta CityNeeta City Shopping Centre, 1/29 Court Road","2pm to 2:30pm on Friday 16 July 20211:10pm to 1:40pm on Wednesday 14 July 20211:45pm to 2:15pm on Monday 12 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"18/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Rosebery","Woolworths Metro Rosebery32 Confectioners Way","8:30am to 9:40am on Sunday 11 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"18/07/2021","Monitor for symptoms.","Riverwood","Aldi Riverwood  247/253 Belmore Road","10:45am to 10:55am on Monday 12 July 20217:45pm to 7:50pm on Sunday 11 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
"18/07/2021","Monitor for symptoms.","Banksia","Australia Post Banksia18 Railway Street","11:15am to 11:20am on Tuesday 13 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
"18/07/2021","Monitor for symptoms.","Sydney","Blanchfield Nicholls Family and Private AdvisoryLevel 4/137 Bathurst Street","9am to 4pm on Tuesday 13 July 20219:30am to 11am on Monday 12 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
"18/07/2021","Monitor for symptoms.","Parramatta","Skye Suites Apartments - Residential Section30 Hunter Street","12am (midnight) to 8:30pm on Saturday 17 July 2021All day on Friday 16 July 2021All day on Thursday 15 July 20215pm to 12am (midnight) on Wednesday 14 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
"18/07/2021","Monitor for symptoms.","Homebush","Sydney Markets250-318 Parramatta Road","5am to 7:30am on Friday 16 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
"18/07/2021","Monitor for symptoms.","Little Bay","The Green OliveShop 3/1-9 Pine Avenue","8am to 8:10am on Thursday 15 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
"18/07/2021","Monitor for symptoms.","Crows Nest","Woolworths Crows Nest10 Falcon Street","10:15am to 11:30am on Tuesday 13 July 202111:15am to 12:30pm on Saturday 10 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
"17/07/2021","Get tested immediately and self-isolate for 14 days.","Lakemba","Al Fayhaa Bakery137A Haldon Street","12:50pm to 1:05pm on Sunday 11 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"17/07/2021","Get tested immediately and self-isolate for 14 days.","Chester Hill","Aya Family Healthcare AfterhoursShop 21 Chester Square, 1 Leicester Street","8:30pm to 9:20pm on Wednesday 14 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"17/07/2021","Get tested immediately and self-isolate for 14 days.","Belmore","Belmore Medical Centre481 Burwood Avenue","2:50pm to 3:10pm on Thursday 8 July 202110am to 11am on Monday 5 July 20216:30pm to 7:15pm on Monday 5 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"17/07/2021","Get tested immediately and self-isolate for 14 days.","Dulwich Hill","Excellent Price Variety StoreGround floor, 503-507 Marrickville Road","1:50pm to 2:10pm on Thursday 8 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"17/07/2021","Get tested immediately and self-isolate for 14 days.","Gordon","Grindley25 Bushlands Avenue","7:00am to 1:30am on Wednesday 14 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"17/07/2021","Get tested immediately and self-isolate for 14 days.","Marsden Park","IKEA Marsden Park1 Hollinsworth Road","12pm to 7:30pm on Monday 12 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"17/07/2021","Get tested immediately and self-isolate for 14 days.","Dulwich Hill","Juiceria497 Marrickville Road","1:35pm to 1:50pm on Thursday 8 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"17/07/2021","Get tested immediately and self-isolate for 14 days.","Lakemba","La Bella Patisserie42 The Boulevarde","5pm to 5:15pm on Friday 9 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"17/07/2021","Get tested immediately and self-isolate for 14 days.","Belmore","Raw Coffee Bar426 Burwood Road","5am to 3pm on Friday 16 July 20215am to 3pm on Thursday 15 July 20215am to 3pm on Wednesday 14 July 20215am to 3pm on Tuesday 13 July 20215am to 3pm on Monday 12 July 20215am to 3pm on Sunday 11 July 20215am to 3pm on Saturday 10 July 20215am to 3pm on Friday 9 July 20215am to 3pm on Thursday 8 July 20215am to 3pm on Wednesday 7 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
